Well,Well Position,Cycle,Target Name,Rn,Delta Rn 1,Ratio,Delta Rn 2,Ratio 2,Delta Rn 3,Ratio 3,Avg Delta Rn,DRn Error,Ratio Avg,Ratio Error
1,A1,1,Target 1,507220.906,-5158.109,-1.000,-5162.953,-1.000,-4489.219,-1.000,-4936.760,387.590,,
1,A1,2,Target 1,517537.125,5158.109,4.230,5162.953,4.337,4489.219,4.451,4936.760,387.590,-1.000,0.000
1,A1,3,Target 1,534197.688,21818.672,1.626,22390.828,1.546,19979.406,1.581,21396.302,1259.975,4.339,0.110
1,A1,4,Target 1,547856.688,35477.672,1.299,34607.234,1.283,31594.531,1.289,33893.146,2037.679,1.584,0.040
1,A1,5,Target 1,558479.813,46100.797,1.177,44410.172,1.175,40737.969,1.177,43749.646,2741.752,1.291,0.008
1,A1,6,Target 1,566650.750,54271.734,1.159,52195.547,1.147,47957.344,1.148,51474.875,3218.293,1.177,0.001
1,A1,7,Target 1,575276.938,62897.922,1.114,59880.797,1.118,55070.656,1.118,59283.125,3947.712,1.152,0.006
1,A1,8,Target 1,582453.563,70074.547,1.115,66938.734,1.112,61551.156,1.111,66188.146,4310.984,1.117,0.002
1,A1,9,Target 1,590516.438,78137.422,1.117,74420.328,1.121,68408.844,1.101,73655.531,4909.174,1.113,0.002
1,A1,10,Target 1,599697.063,87318.047,1.128,83461.828,1.144,75344.094,1.114,82041.323,6112.059,1.113,0.011
1,A1,11,Target 1,610840.375,98461.359,1.159,95512.016,1.194,83928.656,1.157,92634.010,7681.930,1.129,0.015
1,A1,12,Target 1,626487.375,114108.359,1.224,114051.172,1.277,97142.344,1.207,108433.958,9778.867,1.170,0.021
1,A1,13,Target 1,652036.063,139657.047,1.321,145695.422,1.378,117275.656,1.296,134209.375,14972.596,1.236,0.037
1,A1,14,Target 1,696891.750,184512.734,1.428,200803.484,1.483,151943.281,1.413,179086.500,24877.960,1.332,0.042
1,A1,15,Target 1,775843.813,263464.813,1.503,297697.125,1.543,214718.469,1.490,258626.802,41700.349,1.441,0.037
1,A1,16,Target 1,908351.625,395972.625,1.501,459269.500,1.519,319863.656,1.505,391701.927,69800.978,1.512,0.028
1,A1,17,Target 1,1106670.250,594291.250,1.404,697582.563,1.406,481274.656,1.418,591049.490,108190.385,1.508,0.010
1,A1,18,Target 1,1346711.125,834332.125,1.249,980968.438,1.238,682290.375,1.277,832530.313,149347.183,1.409,0.007
1,A1,19,Target 1,1554196.250,1041817.250,1.124,1214398.125,1.067,870986.000,1.167,1042400.458,171706.805,1.254,0.020
1,A1,20,Target 1,1683246.000,1170867.000,1.028,1296166.000,0.964,1016725.375,1.086,1161252.792,139968.177,1.120,0.050
1,A1,21,Target 1,1716379.250,1204000.250,0.986,1249336.000,0.973,1104008.750,1.030,1185781.667,74356.842,1.026,0.061
1,A1,22,Target 1,1698935.750,1186556.750,0.988,1215053.750,0.993,1136758.000,0.996,1179456.167,39627.892,0.996,0.030
1,A1,23,Target 1,1684325.125,1171946.125,0.995,1206735.250,0.999,1132519.750,0.993,1170400.375,37131.888,0.992,0.004
1,A1,24,Target 1,1678646.875,1166267.875,0.998,1205643.000,1.005,1124367.250,0.995,1165426.042,40644.414,0.996,0.003
1,A1,25,Target 1,1675775.375,1163396.375,1.000,1211112.375,1.002,1118265.375,0.996,1164258.042,46429.497,0.999,0.005
1,A1,26,Target 1,1675594.625,1163215.625,1.003,1213964.250,1.001,1113944.000,0.999,1163707.958,50011.943,0.999,0.003
1,A1,27,Target 1,1679199.000,1166820.000,1.001,1214951.250,1.004,1112372.750,1.002,1164714.667,51321.647,1.001,0.002
1,A1,28,Target 1,1679896.750,1167517.750,1.000,1219484.875,1.002,1115138.250,0.999,1167380.292,52173.448,1.002,0.002
1,A1,29,Target 1,1680359.250,1167980.250,1.000,1221882.875,1.001,1114509.625,1.004,1168124.250,53686.770,1.001,0.001
1,A1,30,Target 1,1680069.125,1167690.125,,1223188.750,,1118972.625,,1169950.500,52144.819,1.002,0.002
2,A2,1,Target 1,"357,518.563","-5,722.359",,,,,,,,,
2,A2,2,Target 1,"368,963.281","5,722.359",,,,,,,,,
2,A2,3,Target 1,"387,459.094","24,218.172",,,,,,,,,
2,A2,4,Target 1,"399,878.156","36,637.234",,,,,,,,,
2,A2,5,Target 1,"409,655.219","46,414.297",,,,,,,,,
2,A2,6,Target 1,"418,118.406","54,877.484",,,,,,,,,
2,A2,7,Target 1,"427,706.594","64,465.672",,,,,,,,,
2,A2,8,Target 1,"438,074.719","74,833.797",,,,,,,,,
2,A2,9,Target 1,"453,108.094","89,867.172",,,,,,,,,
2,A2,10,Target 1,"475,668.344","112,427.422",,,,,,,,,
2,A2,11,Target 1,"513,716.938","150,476.016",,,,,,,,,
2,A2,12,Target 1,"581,163.438","217,922.516",,,,,,,,,
2,A2,13,Target 1,"696,644.688","333,403.750",,,,,,,,,
2,A2,14,Target 1,"878,736.688","515,495.750",,,,,,,,,
2,A2,15,Target 1,"1,121,250.625","758,009.688",,,,,,,,,
2,A2,16,Target 1,"1,361,157.375","997,916.438",,,,,,,,,
2,A2,17,Target 1,"1,524,028.375","1,160,787.500",,,,,,,,,
2,A2,18,Target 1,"1,566,374.000","1,203,133.125",,,,,,,,,
2,A2,19,Target 1,"1,538,734.750","1,175,493.875",,,,,,,,,
2,A2,20,Target 1,"1,511,563.750","1,148,322.875",,,,,,,,,
2,A2,21,Target 1,"1,500,902.500","1,137,661.625",,,,,,,,,
2,A2,22,Target 1,"1,495,387.125","1,132,146.250",,,,,,,,,
2,A2,23,Target 1,"1,492,318.125","1,129,077.250",,,,,,,,,
2,A2,24,Target 1,"1,494,286.500","1,131,045.625",,,,,,,,,
2,A2,25,Target 1,"1,494,702.500","1,131,461.625",,,,,,,,,
2,A2,26,Target 1,"1,493,949.750","1,130,708.875",,,,,,,,,
2,A2,27,Target 1,"1,490,982.625","1,127,741.750",,,,,,,,,
2,A2,28,Target 1,"1,489,967.750","1,126,726.875",,,,,,,,,
2,A2,29,Target 1,"1,491,119.375","1,127,878.500",,,,,,,,,
2,A2,30,Target 1,"1,494,549.875","1,131,309.000",,,,,,,,,
3,A3,1,Target 1,"355,993.219","-5,466.266",,,,,,,,,
3,A3,2,Target 1,"366,925.750","5,466.266",,,,,,,,,
3,A3,3,Target 1,"383,420.125","21,960.641",,,,,,,,,
3,A3,4,Target 1,"393,607.594","32,148.109",,,,,,,,,
3,A3,5,Target 1,"401,858.625","40,399.141",,,,,,,,,
3,A3,6,Target 1,"408,553.906","47,094.422",,,,,,,,,
3,A3,7,Target 1,"415,705.125","54,245.641",,,,,,,,,
3,A3,8,Target 1,"423,064.344","61,604.859",,,,,,,,,
3,A3,9,Target 1,"432,140.281","70,680.797",,,,,,,,,
3,A3,10,Target 1,"443,875.313","82,415.828",,,,,,,,,
3,A3,11,Target 1,"461,262.188","99,802.703",,,,,,,,,
3,A3,12,Target 1,"491,159.313","129,699.828",,,,,,,,,
3,A3,13,Target 1,"542,809.875","181,350.391",,,,,,,,,
3,A3,14,Target 1,"633,106.625","271,647.125",,,,,,,,,
3,A3,15,Target 1,"783,256.125","421,796.625",,,,,,,,,
3,A3,16,Target 1,"999,385.438","637,925.938",,,,,,,,,
3,A3,17,Target 1,"1,246,634.750","885,175.250",,,,,,,,,
3,A3,18,Target 1,"1,460,556.750","1,099,097.250",,,,,,,,,
3,A3,19,Target 1,"1,585,830.625","1,224,371.125",,,,,,,,,
3,A3,20,Target 1,"1,613,332.625","1,251,873.125",,,,,,,,,
3,A3,21,Target 1,"1,590,128.750","1,228,669.250",,,,,,,,,
3,A3,22,Target 1,"1,571,515.750","1,210,056.250",,,,,,,,,
3,A3,23,Target 1,"1,563,139.750","1,201,680.250",,,,,,,,,
3,A3,24,Target 1,"1,558,684.875","1,197,225.375",,,,,,,,,
3,A3,25,Target 1,"1,556,275.875","1,194,816.375",,,,,,,,,
3,A3,26,Target 1,"1,553,814.500","1,192,355.000",,,,,,,,,
3,A3,27,Target 1,"1,550,519.750","1,189,060.250",,,,,,,,,
3,A3,28,Target 1,"1,548,412.750","1,186,953.250",,,,,,,,,
3,A3,29,Target 1,"1,548,067.000","1,186,607.500",,,,,,,,,
3,A3,30,Target 1,"1,549,097.500","1,187,638.000",,,,,,,,,
4,A4,1,Target 1,"509,653.063","-5,089.875",,,,,,,,,
4,A4,2,Target 1,"519,832.813","5,089.875",,,,,,,,,
4,A4,3,Target 1,"534,912.875","20,169.938",,,,,,,,,
4,A4,4,Target 1,"546,731.063","31,988.125",,,,,,,,,
4,A4,5,Target 1,"566,665.250","51,922.313",,,,,,,,,
4,A4,6,Target 1,"579,393.688","64,650.750",,,,,,,,,
4,A4,7,Target 1,"588,082.125","73,339.188",,,,,,,,,
4,A4,8,Target 1,"595,029.375","80,286.438",,,,,,,,,
4,A4,9,Target 1,"603,949.500","89,206.563",,,,,,,,,
4,A4,10,Target 1,"615,108.313","100,365.375",,,,,,,,,
4,A4,11,Target 1,"631,068.000","116,325.063",,,,,,,,,
4,A4,12,Target 1,"656,660.000","141,917.063",,,,,,,,,
4,A4,13,Target 1,"701,776.500","187,033.563",,,,,,,,,
4,A4,14,Target 1,"781,136.688","266,393.750",,,,,,,,,
4,A4,15,Target 1,"912,692.500","397,949.563",,,,,,,,,
4,A4,16,Target 1,"1,100,982.750","586,239.813",,,,,,,,,
4,A4,17,Target 1,"1,322,425.875","807,682.938",,,,,,,,,
4,A4,18,Target 1,"1,535,841.500","1,021,098.563",,,,,,,,,
4,A4,19,Target 1,"1,690,892.875","1,176,150.000",,,,,,,,,
4,A4,20,Target 1,"1,775,354.750","1,260,611.750",,,,,,,,,
4,A4,21,Target 1,"1,805,351.250","1,290,608.250",,,,,,,,,
4,A4,22,Target 1,"1,808,229.875","1,293,487.000",,,,,,,,,
4,A4,23,Target 1,"1,800,267.750","1,285,524.750",,,,,,,,,
4,A4,24,Target 1,"1,794,830.625","1,280,087.750",,,,,,,,,
4,A4,25,Target 1,"1,790,557.500","1,275,814.500",,,,,,,,,
4,A4,26,Target 1,"1,784,218.250","1,269,475.250",,,,,,,,,
4,A4,27,Target 1,"1,780,160.875","1,265,418.000",,,,,,,,,
4,A4,28,Target 1,"1,779,905.625","1,265,162.750",,,,,,,,,
4,A4,29,Target 1,"1,778,716.500","1,263,973.500",,,,,,,,,
4,A4,30,Target 1,"1,779,013.375","1,264,270.500",,,,,,,,,
5,A5,1,Target 1,"176,243.984","-4,180.930",,,,,,,,,
5,A5,2,Target 1,"184,605.844","4,180.930",,,,,,,,,
5,A5,3,Target 1,"196,784.406","16,359.492",,,,,,,,,
5,A5,4,Target 1,"205,177.547","24,752.633",,,,,,,,,
5,A5,5,Target 1,"212,246.688","31,821.773",,,,,,,,,
5,A5,6,Target 1,"218,985.344","38,560.430",,,,,,,,,
5,A5,7,Target 1,"225,610.266","45,185.352",,,,,,,,,
5,A5,8,Target 1,"232,999.188","52,574.273",,,,,,,,,
5,A5,9,Target 1,"242,360.641","61,935.727",,,,,,,,,
5,A5,10,Target 1,"255,818.328","75,393.414",,,,,,,,,
5,A5,11,Target 1,"279,043.563","98,618.648",,,,,,,,,
5,A5,12,Target 1,"318,587.656","138,162.750",,,,,,,,,
5,A5,13,Target 1,"388,850.438","208,425.531",,,,,,,,,
5,A5,14,Target 1,"509,394.125","328,969.219",,,,,,,,,
5,A5,15,Target 1,"700,239.625","519,814.719",,,,,,,,,
5,A5,16,Target 1,"950,576.063","770,151.125",,,,,,,,,
5,A5,17,Target 1,"1,192,568.375","1,012,143.438",,,,,,,,,
5,A5,18,Target 1,"1,330,408.375","1,149,983.500",,,,,,,,,
5,A5,19,Target 1,"1,312,578.625","1,132,153.750",,,,,,,,,
5,A5,20,Target 1,"1,279,835.500","1,099,410.625",,,,,,,,,
5,A5,21,Target 1,"1,271,289.750","1,090,864.875",,,,,,,,,
5,A5,22,Target 1,"1,271,095.625","1,090,670.750",,,,,,,,,
5,A5,23,Target 1,"1,275,211.125","1,094,786.250",,,,,,,,,
5,A5,24,Target 1,"1,276,804.000","1,096,379.125",,,,,,,,,
5,A5,25,Target 1,"1,279,497.875","1,099,073.000",,,,,,,,,
5,A5,26,Target 1,"1,283,230.875","1,102,806.000",,,,,,,,,
5,A5,27,Target 1,"1,286,388.125","1,105,963.250",,,,,,,,,
5,A5,28,Target 1,"1,288,532.500","1,108,107.625",,,,,,,,,
5,A5,29,Target 1,"1,289,972.875","1,109,548.000",,,,,,,,,
5,A5,30,Target 1,"1,290,515.875","1,110,091.000",,,,,,,,,
6,A6,1,Target 1,"172,168.766","-3,438.344",,,,,,,,,
6,A6,2,Target 1,"179,045.453","3,438.344",,,,,,,,,
6,A6,3,Target 1,"190,404.172","14,797.063",,,,,,,,,
6,A6,4,Target 1,"198,825.328","23,218.219",,,,,,,,,
6,A6,5,Target 1,"207,198.125","31,591.016",,,,,,,,,
6,A6,6,Target 1,"213,670.906","38,063.797",,,,,,,,,
6,A6,7,Target 1,"219,834.125","44,227.016",,,,,,,,,
6,A6,8,Target 1,"227,036.828","51,429.719",,,,,,,,,
6,A6,9,Target 1,"236,611.172","61,004.063",,,,,,,,,
6,A6,10,Target 1,"249,897.656","74,290.547",,,,,,,,,
6,A6,11,Target 1,"271,293.125","95,686.016",,,,,,,,,
6,A6,12,Target 1,"309,470.938","133,863.828",,,,,,,,,
6,A6,13,Target 1,"377,320.531","201,713.422",,,,,,,,,
6,A6,14,Target 1,"495,718.719","320,111.625",,,,,,,,,
6,A6,15,Target 1,"683,096.063","507,488.938",,,,,,,,,
6,A6,16,Target 1,"931,493.563","755,886.438",,,,,,,,,
6,A6,17,Target 1,"1,190,485.000","1,014,877.875",,,,,,,,,
6,A6,18,Target 1,"1,340,829.750","1,165,222.625",,,,,,,,,
6,A6,19,Target 1,"1,308,855.250","1,133,248.125",,,,,,,,,
6,A6,20,Target 1,"1,280,193.500","1,104,586.375",,,,,,,,,
6,A6,21,Target 1,"1,273,848.750","1,098,241.625",,,,,,,,,
6,A6,22,Target 1,"1,273,366.875","1,097,759.750",,,,,,,,,
6,A6,23,Target 1,"1,277,145.500","1,101,538.375",,,,,,,,,
6,A6,24,Target 1,"1,281,481.500","1,105,874.375",,,,,,,,,
6,A6,25,Target 1,"1,285,817.125","1,110,210.000",,,,,,,,,
6,A6,26,Target 1,"1,288,387.125","1,112,780.000",,,,,,,,,
6,A6,27,Target 1,"1,290,646.250","1,115,039.125",,,,,,,,,
6,A6,28,Target 1,"1,292,842.250","1,117,235.125",,,,,,,,,
6,A6,29,Target 1,"1,293,688.250","1,118,081.125",,,,,,,,,
6,A6,30,Target 1,"1,295,567.625","1,119,960.500",,,,,,,,,
7,A7,1,Target 1,"184,866.219","-3,830.406",,,,,,,,,
7,A7,2,Target 1,"192,527.031","3,830.406",,,,,,,,,
7,A7,3,Target 1,"205,333.219","16,636.594",,,,,,,,,
7,A7,4,Target 1,"214,889.547","26,192.922",,,,,,,,,
7,A7,5,Target 1,"222,875.813","34,179.188",,,,,,,,,
7,A7,6,Target 1,"229,906.641","41,210.016",,,,,,,,,
7,A7,7,Target 1,"237,082.875","48,386.250",,,,,,,,,
7,A7,8,Target 1,"244,764.094","56,067.469",,,,,,,,,
7,A7,9,Target 1,"254,806.406","66,109.781",,,,,,,,,
7,A7,10,Target 1,"270,034.438","81,337.813",,,,,,,,,
7,A7,11,Target 1,"295,281.813","106,585.188",,,,,,,,,
7,A7,12,Target 1,"338,244.844","149,548.219",,,,,,,,,
7,A7,13,Target 1,"415,247.375","226,550.750",,,,,,,,,
7,A7,14,Target 1,"549,641.313","360,944.688",,,,,,,,,
7,A7,15,Target 1,"764,618.250","575,921.625",,,,,,,,,
7,A7,16,Target 1,"1,053,027.875","864,331.250",,,,,,,,,
7,A7,17,Target 1,"1,348,041.250","1,159,344.625",,,,,,,,,
7,A7,18,Target 1,"1,535,105.000","1,346,408.375",,,,,,,,,
7,A7,19,Target 1,"1,515,548.125","1,326,851.500",,,,,,,,,
7,A7,20,Target 1,"1,470,285.375","1,281,588.750",,,,,,,,,
7,A7,21,Target 1,"1,458,462.750","1,269,766.125",,,,,,,,,
7,A7,22,Target 1,"1,455,076.000","1,266,379.375",,,,,,,,,
7,A7,23,Target 1,"1,456,280.500","1,267,583.875",,,,,,,,,
7,A7,24,Target 1,"1,461,055.000","1,272,358.375",,,,,,,,,
7,A7,25,Target 1,"1,465,368.500","1,276,671.875",,,,,,,,,
7,A7,26,Target 1,"1,468,965.625","1,280,269.000",,,,,,,,,
7,A7,27,Target 1,"1,470,854.000","1,282,157.375",,,,,,,,,
7,A7,28,Target 1,"1,472,805.875","1,284,109.250",,,,,,,,,
7,A7,29,Target 1,"1,474,664.625","1,285,968.000",,,,,,,,,
7,A7,30,Target 1,"1,475,237.250","1,286,540.625",,,,,,,,,
8,A8,1,Target 1,"127,684.969","-3,232.023",,,,,,,,,
8,A8,2,Target 1,"134,149.016","3,232.023",,,,,,,,,
8,A8,3,Target 1,"144,849.297","13,932.305",,,,,,,,,
8,A8,4,Target 1,"152,248.625","21,331.633",,,,,,,,,
8,A8,5,Target 1,"158,189.219","27,272.227",,,,,,,,,
8,A8,6,Target 1,"164,012.719","33,095.727",,,,,,,,,
8,A8,7,Target 1,"169,951.250","39,034.258",,,,,,,,,
8,A8,8,Target 1,"176,774.266","45,857.273",,,,,,,,,
8,A8,9,Target 1,"185,807.188","54,890.195",,,,,,,,,
8,A8,10,Target 1,"199,273.188","68,356.195",,,,,,,,,
8,A8,11,Target 1,"223,156.250","92,239.258",,,,,,,,,
8,A8,12,Target 1,"264,740.594","133,823.594",,,,,,,,,
8,A8,13,Target 1,"337,754.813","206,837.813",,,,,,,,,
8,A8,14,Target 1,"462,141.000","331,224.000",,,,,,,,,
8,A8,15,Target 1,"651,342.938","520,425.938",,,,,,,,,
8,A8,16,Target 1,"888,117.813","757,200.813",,,,,,,,,
8,A8,17,Target 1,"1,091,918.375","961,001.375",,,,,,,,,
8,A8,18,Target 1,"1,150,313.875","1,019,396.875",,,,,,,,,
8,A8,19,Target 1,"1,135,137.500","1,004,220.500",,,,,,,,,
8,A8,20,Target 1,"1,124,441.500","993,524.500",,,,,,,,,
8,A8,21,Target 1,"1,121,657.750","990,740.750",,,,,,,,,
8,A8,22,Target 1,"1,126,401.875","995,484.875",,,,,,,,,
8,A8,23,Target 1,"1,131,401.625","1,000,484.625",,,,,,,,,
8,A8,24,Target 1,"1,136,562.500","1,005,645.500",,,,,,,,,
8,A8,25,Target 1,"1,142,302.125","1,011,385.125",,,,,,,,,
8,A8,26,Target 1,"1,146,264.500","1,015,347.500",,,,,,,,,
8,A8,27,Target 1,"1,148,647.625","1,017,730.625",,,,,,,,,
8,A8,28,Target 1,"1,150,705.375","1,019,788.375",,,,,,,,,
8,A8,29,Target 1,"1,152,720.375","1,021,803.375",,,,,,,,,
8,A8,30,Target 1,"1,155,586.500","1,024,669.500",,,,,,,,,
9,A9,1,Target 1,"267,612.281","-4,880.250",,,,,,,,,
9,A9,2,Target 1,"277,372.781","4,880.250",,,,,,,,,
9,A9,3,Target 1,"293,456.250","20,963.719",,,,,,,,,
9,A9,4,Target 1,"305,350.063","32,857.531",,,,,,,,,
9,A9,5,Target 1,"314,148.438","41,655.906",,,,,,,,,
9,A9,6,Target 1,"322,390.625","49,898.094",,,,,,,,,
9,A9,7,Target 1,"330,673.906","58,181.375",,,,,,,,,
9,A9,8,Target 1,"339,165.531","66,673.000",,,,,,,,,
9,A9,9,Target 1,"350,528.594","78,036.063",,,,,,,,,
9,A9,10,Target 1,"366,452.469","93,959.938",,,,,,,,,
9,A9,11,Target 1,"392,268.156","119,775.625",,,,,,,,,
9,A9,12,Target 1,"436,971.438","164,478.906",,,,,,,,,
9,A9,13,Target 1,"516,065.500","243,572.969",,,,,,,,,
9,A9,14,Target 1,"653,596.750","381,104.219",,,,,,,,,
9,A9,15,Target 1,"874,520.125","602,027.625",,,,,,,,,
9,A9,16,Target 1,"1,173,368.250","900,875.750",,,,,,,,,
9,A9,17,Target 1,"1,478,678.125","1,206,185.625",,,,,,,,,
9,A9,18,Target 1,"1,672,728.500","1,400,236.000",,,,,,,,,
9,A9,19,Target 1,"1,658,012.250","1,385,519.750",,,,,,,,,
9,A9,20,Target 1,"1,614,514.000","1,342,021.500",,,,,,,,,
9,A9,21,Target 1,"1,598,566.750","1,326,074.250",,,,,,,,,
9,A9,22,Target 1,"1,593,655.250","1,321,162.750",,,,,,,,,
9,A9,23,Target 1,"1,593,738.625","1,321,246.125",,,,,,,,,
9,A9,24,Target 1,"1,596,940.125","1,324,447.625",,,,,,,,,
9,A9,25,Target 1,"1,600,229.125","1,327,736.625",,,,,,,,,
9,A9,26,Target 1,"1,598,490.000","1,325,997.500",,,,,,,,,
9,A9,27,Target 1,"1,599,278.125","1,326,785.625",,,,,,,,,
9,A9,28,Target 1,"1,600,612.125","1,328,119.625",,,,,,,,,
9,A9,29,Target 1,"1,601,533.875","1,329,041.375",,,,,,,,,
9,A9,30,Target 1,"1,602,349.875","1,329,857.375",,,,,,,,,
10,A10,1,Target 1,"293,813.500","-5,121.641",,,,,,,,,
10,A10,2,Target 1,"304,056.781","5,121.641",,,,,,,,,
10,A10,3,Target 1,"321,262.094","22,326.953",,,,,,,,,
10,A10,4,Target 1,"334,145.063","35,209.922",,,,,,,,,
10,A10,5,Target 1,"344,576.438","45,641.297",,,,,,,,,
10,A10,6,Target 1,"353,678.438","54,743.297",,,,,,,,,
10,A10,7,Target 1,"362,467.375","63,532.234",,,,,,,,,
10,A10,8,Target 1,"372,685.125","73,749.984",,,,,,,,,
10,A10,9,Target 1,"386,169.406","87,234.266",,,,,,,,,
10,A10,10,Target 1,"405,397.438","106,462.297",,,,,,,,,
10,A10,11,Target 1,"436,325.500","137,390.359",,,,,,,,,
10,A10,12,Target 1,"489,677.969","190,742.828",,,,,,,,,
10,A10,13,Target 1,"584,875.750","285,940.625",,,,,,,,,
10,A10,14,Target 1,"749,278.125","450,343.000",,,,,,,,,
10,A10,15,Target 1,"1,012,350.188","713,415.063",,,,,,,,,
10,A10,16,Target 1,"1,366,461.625","1,067,526.500",,,,,,,,,
10,A10,17,Target 1,"1,727,275.375","1,428,340.250",,,,,,,,,
10,A10,18,Target 1,"1,953,824.375","1,654,889.250",,,,,,,,,
10,A10,19,Target 1,"1,927,182.125","1,628,247.000",,,,,,,,,
10,A10,20,Target 1,"1,872,752.750","1,573,817.625",,,,,,,,,
10,A10,21,Target 1,"1,856,046.375","1,557,111.250",,,,,,,,,
10,A10,22,Target 1,"1,851,229.500","1,552,294.375",,,,,,,,,
10,A10,23,Target 1,"1,850,638.125","1,551,703.000",,,,,,,,,
10,A10,24,Target 1,"1,850,033.000","1,551,097.875",,,,,,,,,
10,A10,25,Target 1,"1,853,411.000","1,554,475.875",,,,,,,,,
10,A10,26,Target 1,"1,854,112.875","1,555,177.750",,,,,,,,,
10,A10,27,Target 1,"1,854,283.875","1,555,348.750",,,,,,,,,
10,A10,28,Target 1,"1,853,101.750","1,554,166.625",,,,,,,,,
10,A10,29,Target 1,"1,855,896.000","1,556,960.875",,,,,,,,,
10,A10,30,Target 1,"1,857,963.625","1,559,028.500",,,,,,,,,
11,A11,1,Target 1,"211,348.375","-3,903.609",,,,,,,,,
11,A11,2,Target 1,"219,155.594","3,903.609",,,,,,,,,
11,A11,3,Target 1,"232,278.203","17,026.219",,,,,,,,,
11,A11,4,Target 1,"242,570.781","27,318.797",,,,,,,,,
11,A11,5,Target 1,"250,931.469","35,679.484",,,,,,,,,
11,A11,6,Target 1,"258,484.938","43,232.953",,,,,,,,,
11,A11,7,Target 1,"266,789.125","51,537.141",,,,,,,,,
11,A11,8,Target 1,"274,895.094","59,643.109",,,,,,,,,
11,A11,9,Target 1,"286,103.250","70,851.266",,,,,,,,,
11,A11,10,Target 1,"303,048.906","87,796.922",,,,,,,,,
11,A11,11,Target 1,"330,486.063","115,234.078",,,,,,,,,
11,A11,12,Target 1,"378,869.188","163,617.203",,,,,,,,,
11,A11,13,Target 1,"463,152.781","247,900.797",,,,,,,,,
11,A11,14,Target 1,"606,889.750","391,637.750",,,,,,,,,
11,A11,15,Target 1,"831,066.688","615,814.688",,,,,,,,,
11,A11,16,Target 1,"1,121,561.250","906,309.250",,,,,,,,,
11,A11,17,Target 1,"1,395,963.250","1,180,711.250",,,,,,,,,
11,A11,18,Target 1,"1,541,861.500","1,326,609.500",,,,,,,,,
11,A11,19,Target 1,"1,510,813.250","1,295,561.250",,,,,,,,,
11,A11,20,Target 1,"1,465,322.625","1,250,070.625",,,,,,,,,
11,A11,21,Target 1,"1,449,200.375","1,233,948.375",,,,,,,,,
11,A11,22,Target 1,"1,444,189.500","1,228,937.500",,,,,,,,,
11,A11,23,Target 1,"1,442,411.750","1,227,159.750",,,,,,,,,
11,A11,24,Target 1,"1,441,303.750","1,226,051.750",,,,,,,,,
11,A11,25,Target 1,"1,445,239.125","1,229,987.125",,,,,,,,,
11,A11,26,Target 1,"1,445,594.750","1,230,342.750",,,,,,,,,
11,A11,27,Target 1,"1,447,804.375","1,232,552.375",,,,,,,,,
11,A11,28,Target 1,"1,447,944.875","1,232,692.875",,,,,,,,,
11,A11,29,Target 1,"1,446,831.875","1,231,579.875",,,,,,,,,
11,A11,30,Target 1,"1,448,957.000","1,233,705.000",,,,,,,,,
12,A12,1,Target 1,"151,693.125","-1,703.594",,,,,,,,,
12,A12,2,Target 1,"155,100.313","1,703.594",,,,,,,,,
12,A12,3,Target 1,"161,238.906","7,842.188",,,,,,,,,
12,A12,4,Target 1,"166,395.813","12,999.094",,,,,,,,,
12,A12,5,Target 1,"170,591.875","17,195.156",,,,,,,,,
12,A12,6,Target 1,"173,981.297","20,584.578",,,,,,,,,
12,A12,7,Target 1,"177,741.906","24,345.188",,,,,,,,,
12,A12,8,Target 1,"182,165.719","28,769.000",,,,,,,,,
12,A12,9,Target 1,"190,517.734","37,121.016",,,,,,,,,
12,A12,10,Target 1,"203,326.922","49,930.203",,,,,,,,,
12,A12,11,Target 1,"224,969.750","71,573.031",,,,,,,,,
12,A12,12,Target 1,"265,493.281","112,096.563",,,,,,,,,
12,A12,13,Target 1,"340,070.250","186,673.531",,,,,,,,,
12,A12,14,Target 1,"469,546.438","316,149.719",,,,,,,,,
12,A12,15,Target 1,"674,408.063","521,011.344",,,,,,,,,
12,A12,16,Target 1,"944,528.375","791,131.625",,,,,,,,,
12,A12,17,Target 1,"1,211,523.625","1,058,126.875",,,,,,,,,
12,A12,18,Target 1,"1,367,056.000","1,213,659.250",,,,,,,,,
12,A12,19,Target 1,"1,352,265.750","1,198,869.000",,,,,,,,,
12,A12,20,Target 1,"1,324,147.250","1,170,750.500",,,,,,,,,
12,A12,21,Target 1,"1,316,395.500","1,162,998.750",,,,,,,,,
12,A12,22,Target 1,"1,313,610.625","1,160,213.875",,,,,,,,,
12,A12,23,Target 1,"1,312,918.750","1,159,522.000",,,,,,,,,
12,A12,24,Target 1,"1,312,317.125","1,158,920.375",,,,,,,,,
12,A12,25,Target 1,"1,310,698.750","1,157,302.000",,,,,,,,,
12,A12,26,Target 1,"1,308,149.750","1,154,753.000",,,,,,,,,
12,A12,27,Target 1,"1,304,861.625","1,151,464.875",,,,,,,,,
12,A12,28,Target 1,"1,300,801.500","1,147,404.750",,,,,,,,,
12,A12,29,Target 1,"1,297,249.875","1,143,853.125",,,,,,,,,
12,A12,30,Target 1,"1,295,791.750","1,142,395.000",,,,,,,,,
13,B1,1,Target 1,"327,083.125","-5,162.953",,,,,,,,,
13,B1,2,Target 1,"337,409.031","5,162.953",,,,,,,,,
13,B1,3,Target 1,"354,636.906","22,390.828",,,,,,,,,
